date,open,high,low,close,volume,dividend,split,gains,etf
2006-09-01,24.145410139051773,24.29999898482493,24.145410139051773,24.27055549621582,2468600,0.0,0.0,0.0,XLV
2006-09-05,24.255830507608856,24.2926369716929,24.160131454467773,24.160131454467773,805700,0.0,0.0,0.0,XLV
2006-09-06,24.17485181334858,24.17485181334858,24.01290002027483,24.071792602539062,1378000,0.0,0.0,0.0,XLV
2006-09-07,23.968736357667183,24.020265969448314,23.873037303722263,23.89512062072754,1418700,0.0,0.0,0.0,XLV
2006-09-08,23.95401751388605,24.108606377003067,23.90984806378673,24.086523056030273,468700,0.0,0.0,0.0,XLV
2006-09-11,24.086515312557655,24.248464294550057,23.998176440758705,24.241104125976562,1016900,0.0,0.0,0.0,XLV
2006-09-12,24.314724127120854,24.535568562796637,24.300000977532225,24.520845413208008,1090100,0.0,0.0,0.0,XLV
2006-09-13,24.535567340968047,24.54292751131901,24.41042197977355,24.469314575195312,905700,0.0,0.0,0.0,XLV
2006-09-14,24.403054840057276,24.46194461050697,24.344162261454873,24.439861297607422,557400,0.0,0.0,0.0,XLV
2006-09-15,24.560271642364185,24.5898185100723,24.479019165039066,24.479019165039062,1960100,0.113,0.0,0.0,XLV
2006-09-18,24.479002047885714,24.538095741980168,24.427296474424278,24.471616744995117,1559700,0.0,0.0,0.0,XLV
2006-09-19,24.479022845256985,24.51595502657238,24.38299691964111,24.508569717407227,693900,0.0,0.0,0.0,XLV
2006-09-20,24.523333191050494,24.69322341028045,24.508559760976972,24.604585647583008,716900,0.0,0.0,0.0,XLV
2006-09-21,24.619363588118915,24.619363588118915,24.412538346941304,24.44947052001953,572800,0.0,0.0,0.0,XLV
2006-09-22,24.375602128343633,24.427307725620622,24.25003219716915,24.294349670410156,1020700,0.0,0.0,0.0,XLV
2006-09-25,24.375603613449407,24.442082645104932,24.235260243396134,24.390377044677734,795700,0.0,0.0,0.0,XLV
2006-09-26,24.390372165510048,24.427304327320833,24.323893147153303,24.41253089904785,774200,0.0,0.0,0.0,XLV
2006-09-27,24.442086989276117,24.479019165039066,24.294355468479935,24.479019165039062,1074300,0.0,0.0,0.0,XLV
2006-09-28,24.47901558218969,24.47901558218969,24.360830946399613,24.4346981048584,463800,0.0,0.0,0.0,XLV
2006-09-29,24.575041067696187,24.575041067696187,24.419924264146825,24.515947341918945,575800,0.0,0.0,0.0,XLV
2006-10-02,24.434696444920547,24.523334211305624,24.353443985007647,24.37560272216797,423200,0.0,0.0,0.0,XLV
2006-10-03,24.360832741082948,24.530722991438143,24.33128587552269,24.44947052001953,1416100,0.0,0.0,0.0,XLV
2006-10-04,24.419930211137792,24.663684844970703,24.390383341053614,24.663684844970703,1627800,0.0,0.0,0.0,XLV
2006-10-05,24.58243236111153,24.663684844970703,24.530726747336526,24.663684844970703,1045000,0.0,0.0,0.0,XLV
2006-10-06,24.730156668899948,24.730156668899948,24.493787412770786,24.567651748657227,1331700,0.0,0.0,0.0,XLV
2006-10-09,24.56026763625188,24.567652943102065,24.442083002441326,24.515947341918945,806800,0.0,0.0,0.0,XLV
2006-10-10,24.552877058769493,24.552877058769493,24.294346290607344,24.41253089904785,1355100,0.0,0.0,0.0,XLV
2006-10-11,24.338666626644958,24.456851235334177,24.286961036452386,24.4051456451416,736700,0.0,0.0,0.0,XLV
2006-10-12,24.405153542439987,24.575043796296807,24.39776541702555,24.552885055541992,890600,0.0,0.0,0.0,XLV
2006-10-13,24.479002047885714,24.493775471409325,24.382976203853435,24.471616744995117,3143600,0.0,0.0,0.0,XLV
2006-10-16,24.4051584826262,24.523343153482347,24.375611610475957,24.508569717407227,969700,0.0,0.0,0.0,XLV
2006-10-17,24.523318086584194,24.604570493071513,24.419906957506488,24.575023651123047,1388400,0.0,0.0,0.0,XLV
2006-10-18,24.66367359763914,24.855725347860652,24.641514864053324,24.840951919555664,755700,0.0,0.0,0.0,XLV
2006-10-19,24.82617665091887,24.951746555587935,24.818788528442383,24.818788528442383,1428000,0.0,0.0,0.0,XLV
2006-10-20,24.83355926536159,25.01083755493164,24.78185368460008,25.01083755493164,1987400,0.0,0.0,0.0,XLV
2006-10-23,24.9295962241352,25.077327728271484,24.863117188161077,25.077327728271484,772700,0.0,0.0,0.0,XLV
2006-10-24,24.99606704711914,24.99606704711914,24.855723714061703,24.99606704711914,689200,0.0,0.0,0.0,XLV
2006-10-25,25.003455862983913,25.003455862983913,24.759701322103414,24.848339080810547,1141500,0.0,0.0,0.0,XLV
2006-10-26,24.907426670121186,24.951744129698934,24.752307108370513,24.944358825683594,2016300,0.0,0.0,0.0,XLV
2006-10-27,24.863110653141476,24.90004281503228,24.78185820633571,24.840951919555664,829900,0.0,0.0,0.0,XLV
2006-10-30,24.74493140902534,24.826183873446247,24.693225807620028,24.700611114501953,1657400,0.0,0.0,0.0,XLV
2006-10-31,24.707993975463243,24.752311442801517,24.538103775932044,24.59719467163086,1331500,0.0,0.0,0.0,XLV
2006-11-01,24.560263315064095,24.79663254109787,24.390373109961285,24.419919967651367,1867200,0.0,0.0,0.0,XLV
2006-11-02,24.346059810101487,24.582429103966994,24.346059810101487,24.552885055541992,1797800,0.0,0.0,0.0,XLV
2006-11-03,24.59719734691535,24.64890294292927,24.405148392827044,24.42730712890625,735000,0.0,0.0,0.0,XLV
2006-11-06,24.523339284035405,24.767093896451723,24.41992806557125,24.722776412963867,896900,0.0,0.0,0.0,XLV
2006-11-07,24.693225787804632,24.988688782235563,24.693225787804632,24.91482162475586,957800,0.0,0.0,0.0,XLV
2006-11-08,24.611961686402985,24.611961686402985,24.42729810663241,24.538097381591797,2985100,0.0,0.0,0.0,XLV
2006-11-09,24.427307301987472,24.515945064675996,23.8437694939887,23.96195411682129,4776400,0.0,0.0,0.0,XLV
2006-11-10,23.910241738411457,24.03581444953378,23.82898930493399,23.998882293701172,1914500,0.0,0.0,0.0,XLV
2006-11-13,23.873318839031523,24.1540084041289,23.873318839031523,24.043209075927734,1603300,0.0,0.0,0.0,XLV
2006-11-14,23.93979697142954,24.264804001380575,23.91763823372084,24.242645263671875,2427800,0.0,0.0,0.0,XLV
2006-11-15,24.20571540013432,24.464243423836233,24.168783227854636,24.36083221435547,1415900,0.0,0.0,0.0,XLV
2006-11-16,24.353446420554693,24.515948538888267,24.353446420554693,24.464242935180664,801400,0.0,0.0,0.0,XLV
2006-11-17,24.39775125761089,24.545482684975873,24.39775125761089,24.538097381591797,1078200,0.0,0.0,0.0,XLV
2006-11-20,24.538112900455296,24.5898185100723,24.42731355542206,24.479019165039062,1454500,0.0,0.0,0.0,XLV
2006-11-21,24.53810925568059,24.53810925568059,24.390377756827746,24.44208335876465,1509900,0.0,0.0,0.0,XLV
2006-11-22,24.419915822165724,24.515938866742612,24.390368969491465,24.4937801361084,1215000,0.0,0.0,0.0,XLV
2006-11-24,24.38298892019162,24.434697338362714,24.36083018222108,24.390377044677734,118700,0.0,0.0,0.0,XLV
2006-11-27,24.331276390520397,24.360823244562475,24.146612779372038,24.22786521911621,1512900,0.0,0.0,0.0,XLV
2006-11-28,24.18355608052143,24.3386728910237,24.18355608052143,24.279579162597656,1389200,0.0,0.0,0.0,XLV
2006-11-29,24.32390056800472,24.46424395279966,24.30912713522459,24.44947052001953,1137700,0.0,0.0,0.0,XLV
2006-11-30,24.486402106279662,24.641518902287462,24.471628675553614,24.567651748657227,1195400,0.0,0.0,0.0,XLV
2006-12-01,24.597199680509192,24.641519974616024,24.397762583644315,24.545494079589844,833400,0.0,0.0,0.0,XLV
2006-12-04,24.294349076943707,24.479012724920164,24.294349076943707,24.42730712890625,1611400,0.0,0.0,0.0,XLV
