date,open,high,low,close,volume,dividend,split,gains,etf
2006-09-01,18.689830282109998,18.689830282109998,18.588139495362398,18.6256046295166,3651100,0.0,0.0,0.0,XLU
2006-09-05,18.62559865867205,18.66306378081599,18.37939870124159,18.427568435668945,3910900,0.0,0.0,0.0,XLU
2006-09-06,18.357990264892578,18.448978452360254,18.2830600173875,18.357990264892578,4915700,0.0,0.0,0.0,XLU
2006-09-07,18.250943878982095,18.400806396801112,18.250943878982095,18.384748458862305,2636900,0.0,0.0,0.0,XLU
2006-09-08,18.347283339831513,18.43291818928701,18.347283339831513,18.384748458862305,5329400,0.0,0.0,0.0,XLU
2006-09-11,18.320526123046875,18.411514315391155,18.277709711476092,18.320526123046875,6532500,0.0,0.0,0.0,XLU
2006-09-12,18.28306220724242,18.491797076492404,18.143906308307887,18.22418785095215,10639600,0.0,0.0,0.0,XLU
2006-09-13,18.197430155093386,18.26700913618499,18.052920905916984,18.261655807495117,5627200,0.0,0.0,0.0,XLU
2006-09-14,18.186723709106445,18.363346787556782,18.117144735017238,18.186723709106445,3182700,0.0,0.0,0.0,XLU
2006-09-15,18.263343271801702,18.263343271801702,18.16622635863647,18.193204879760742,3489000,0.272,0.0,0.0,XLU
2006-09-18,18.139238357543945,18.230960743044186,18.058309020165844,18.139238357543945,3027900,0.0,0.0,0.0,XLU
2006-09-19,18.11226568748618,18.225568018337377,18.106871220471447,18.17700958251953,6799600,0.0,0.0,0.0,XLU
2006-09-20,18.150026321411133,18.241748691618856,18.139235333259016,18.150026321411133,3565400,0.0,0.0,0.0,XLU
2006-09-21,18.11766003802729,18.171612934383955,18.042123101688468,18.12305450439453,11840400,0.0,0.0,0.0,XLU
2006-09-22,18.1230529271985,18.139238383062715,18.0691000355372,18.101470947265625,3837900,0.0,0.0,0.0,XLU
2006-09-25,18.101475487653676,18.41980256791138,18.101475487653676,18.355058670043945,3236000,0.0,0.0,0.0,XLU
2006-09-26,18.20939175176462,18.840649677903066,17.459434909666186,18.32809066772461,4512600,0.0,0.0,0.0,XLU
2006-09-27,18.290316442959252,18.592456032721373,18.290316442959252,18.5816650390625,3768000,0.0,0.0,0.0,XLU
2006-09-28,18.64101278212833,18.662594767486006,18.45217555567715,18.522315979003906,2643600,0.0,0.0,0.0,XLU
2006-09-29,18.608645418250926,18.608645418250926,18.31189820830495,18.338876724243164,3217800,0.0,0.0,0.0,XLU
2006-10-02,18.44678208960128,18.576271965051497,18.349665197556558,18.4737606048584,2674300,0.0,0.0,0.0,XLU
2006-10-03,18.409006984424146,18.614031677742197,18.306495666850562,18.549287796020508,5995500,0.0,0.0,0.0,XLU
2006-10-04,18.59245345478646,18.624826431274414,18.48994211649824,18.624826431274414,4585300,0.0,0.0,0.0,XLU
2006-10-05,18.59245382307115,18.84603699848822,18.516918934607688,18.56547737121582,3553200,0.0,0.0,0.0,XLU
2006-10-06,18.489939551827216,18.538497980738132,18.382031703339518,18.462963104248047,5548000,0.0,0.0,0.0,XLU
2006-10-09,18.441386690571193,18.495339602018504,18.35506079735251,18.446781158447266,3019900,0.0,0.0,0.0,XLU
2006-10-10,18.46296822515806,18.5816650390625,18.38743332771753,18.5816650390625,3658600,0.0,0.0,0.0,XLU
